id,style,name,alcohol_by_volume,brewery_id,description,TRUE
3747,"American-Style Amber/Red Ale","HopBack Amber Ale",5.5999999046,1286,"TrÃ¶egs Breweryâ€™s Flagship beer, HopBack Amber Ale derives its name from a vessel in the brewhouse called a hopback. As the â€˜wortâ€™ is being transferred from the brewhouse to fermentation it passes through the hopback vessel. Packed full of fresh whole flower hops, the wort slowly circulates through this vessel extracting the essence of the aromatic hops. This vessel adds more time and more hop character that creates a fresh, spicy taste and rich caramel note that defines this signature ale.


TASTING NOTES

Deep amber in color under a huge creamy head. The aroma very apparent, bold and spicy with a slight floral character. Balanced with caramel malt, this well-rounded amber ale has an up-front floral spice that builds with a flush of sweetness",1
3748,"German-Style Doppelbock","Troegenator Double Bock",8.1999998093,1286,"The Troegenator Double Bock, is a dark, strong lager (8.2% abv). It pours into a glass with a bronze to brown color, fluffy white head and bready malt aroma. The Troegenator leaves a rich, warming feeling and subtle spicy flavors. The style, Double Bock, dates back a century or so ago. During periods of fasting without solid foods, the Monastic brewers relied on the double bock; a stronger, richer beer to fulfill their basic nutritional needs. Known to them as "liquid bread," a double bock has a strong malt aroma and chewy rich body. Traditionally these brewers ended the name of their double bock with the suffix "ator", ex. Celabrator, Illuminator, Subliminator... In the spirit of the tradition we give you the Troegenator to provide warmth and richness through the early spring months. A double bock of epic proportions, beware,

the Troegenator is deceiving smooth and delicious.",1
3749,"Light American Wheat Ale or Lager",Dreamweaver,4.8000001907,1286,"Long toasty days, cool breezy nights and a splash of magic provide the inspiration for the Troegs brothersâ€™ dreamiest Single Batch creationâ€”Dreamweaver Wheat. Combining four wheat types with Munich and Pils malts, noble Saaz hops, and a yeast strain that imparts a spicy, peppery, clove taste with a slight hint of bananas, Dreamweaver Wheat is an unfiltered blast of spicy, mouthwatering joy.",1
3750,Porter,"Dead Reckoning Porter",5.8000001907,1286,"In the 14th Century, Sailors would rely on sheer skill to get from a starting point to a final destination.  They called this Dead Reckoning.  We see our beer the same way.  We know where to begin and know where to go, but there are hundreds of ways to get there.


Dead Reckoning is unfiltered and weighs in at 5.8% abv and 53 IBUâ€™s. It features Pilsner, Caramel, Chocolate and Roasted malts along with Chinook and Vanguard hops. â€œThe outstanding taste and flavor of Dead Reckoning originates in the chocolate and roasted malts,â€ says John Trogner. "There is a nice hoppiness in the front of the beer, but the rich, smooth mouth feel is what really stands out.";"0",1
3751,"American-Style Stout","Oatmeal Stout",6.8000001907,1286,"TrÃ¶egs Oatmeal Stout is our interpretation of the classic dry stout style. Dark and creamy with hints of chocolate and black currants, our Oatmeal Stout includes a healthy dose of Centennial and Chinook hops creating a unique stout perfect for the late Fall and Winter.",1
3752,"American-Style Lager","Bavarian Lager",5,1286,"TrÃ¶egs Bavarian Lager is an authentic German style lager, brewed with Munich malts, Hallertau Hops and fermented at cool temperatures followed by a full month of aging, or "lagering", to impart a range of complex maltiness and subtle aromas only found in traditional German lagers.",1
3753,"Extra Special Bitter",ESB,5.6999998093,1286,"TrÃ¶egs E.S.B. "extra special bitter" is dry hopped in the old world traditions. It has a full bodied caramel malt flavor an spicy hop aroma.   A generous amount of Golding hops are added before fermentation to impart a pleasant "bouquet nose" and balanced with pronounced caramel malts to create a complex, malty, aromatic amber ale.",1
3754,"South German-Style Hefeweizen","In-Heat Wheat",4.6999998093,540,"In-Heat Wheat Hefeweizen

She taunts and teases... In-Heat Wheat is our German-style Hefeweizen. She is a full flavor beer, perfect for the more adventurous craft beer drinker. The addition of malted white wheat gives this brew its smooth, full mouthfeel. A proprietary yeast creates intriguing flavors of bananas and cloves.",1
3755,"Old Ale","K-9 Cruiser Winter Ale",6.4000000954,540,"The psycho in the pack... K-9 Cruiser is a dark, sweet and malty winter warmer that will captivate any adventurous craft brew drinker. A true Flying Dog original, K-9 Cruiser is the perfect brew to warm you up in those cold winter months.",1
3756,"American-Style Pale Ale","Troegs Pale Ale",5.4000000954,1286,"A TrÃ¶egs Brewery classic, our Pale Ale is copper colored with generous amounts of Cascade hops to create a floral, aromatic pale ale that smells as delicious as it tastes.",1
3757,"American-Style Amber/Red Ale","Nugget Nectar",7.5,1286,"Squeeze those hops for all theyâ€™re worth and prepare to pucker up: Nugget Nectar Ale, will take hopheads to nirvana with a heady collection of Nugget, Warrior and Tomahawk hops. Starting with the same base ingredients of our flagship HopBack Amber Ale, Nugget Nectar intensifies the malt and hop flavors to create an explosive hop experience.",1
3759,"American-Style India Pale Ale","Snake Dog IPA",7.0999999046,540,"More cunning than a snake in the bush... Snake Dog India Pale Ale is a Colorado-style IPA, power hopped with specialty hops from the Pacific Northwest. This is the brewery's hop monster, and the citrus fruit aroma will hypnotize the senses of the most hardcore of craft drinkers.",1
3761,"Light American Wheat Ale or Lager","Trout Slayer",4.6999998093,122,"Trout Slayer is a filtered wheat ale, fermented at cool temperatures, making it a smooth drinkable session beer. Brewed with Palisade, Glacier, and Mt. Hood hops, this straw colored beer is sure to please any craft beer drinker. IBU 35 SRM 5 ABV 4.7%",1
3762,Porter,"Moose Drool Brown Ale",5.3000001907,122,"It's chocolate brown in color with a creamy texture. A malty beer with just enough hop presence to keep it from being too sweet. The aroma mostly comes from the malt with a hint of spice added by the hops. Moose Drool is brewed with pale, caramel, chocolate, and whole black malts; and Kent Goldings, Liberty, and Willamette hops. It has an original gravity of 13 degrees Plato, and is 4.2% alcohol by weight, 5.3% by volume.",1
3763,"American-Style Pale Ale","Scape Goat Pale Ale",4.6999998093,122,"Scape Goat is our award-winning Pale Ale. It is a very smooth brew, refreshing and well-balanced. Scape Goat took home the Gold Medal from the North American Brewers' Association competitions as the best English-style pale ale brewed west of the Mississippi, but only because it is the best. Scape Goat is brewed with pale, crystal malts, and Kent Goldings and Crystal Hops. Scape Goat is 3.8% alcohol by weight and 4.7% by volume.",1
3767,"American-Style Lager","Totally Naked",4.1999998093,907,"Pure and crisp this is a beer with nothing to hide. Wisconsin two-row barley malt ensures a mellow and smooth body. We imported Noble Hop varieties from Germany and the Czech Republic to ensure a fine mature aroma with no coarse bitterness. Expect this beer to pour a delicate golden hue that sparkles in the summer sun. This lager is brewed using all natural ingredients with no artificial additives of any kind. Kick back, relax and enjoy the simple unadorned flavor. This is beer at its most basic.",1
3769,"American-Style Brown Ale","Fat Squirrel Nut Brown Ale",5.8000001907,907,"One deceptively spring like winter day, Brewmaster Dan walked home from the brewery, sat down to dinner and said, "Boy, there are some fat squirrels out there. They're running all over the place. I think I should brew a Fat Squirrel Nut Brown Ale." Deb agreed and so another beer legend was born. 


100% Wisconsin malt of six different varieties impart the natural toasted color to this bottle conditioned unfiltered ale. Clean hazelnut notes result from these carefully chosen barley malts. Hops from Slovenia, Bavaria and the Pacific Northwest give Fat Squirrel its backbone. 


When the going gets tough, remember to relax a moment and enjoy the "Fat Squirrel" in your neighborhood.",1
3770,"American-Style Amber/Red Ale","Spotted Cow",4.8000001907,907,"Cask conditioned ale has been the popular choice among brews since long before prohibition. We continue this pioneer spirit with our Wisconsin farmhouse ale. Brewed with flaked barley and the finest Wisconsin malts. We even give a nod to our farmers with a little hint of corn. 


Naturally cloudy we allow the yeast to remain in the bottle to enhance fullness of flavors, which cannot be duplicated otherwise. 


Expect this ale to be fun, fruity and satisfying. You know you're in Wisconsin when you see the Spotted Cow.",1
3771,"American-Style India Pale Ale","Mad Hatter IPA",5.8000001907,908,"Dry-hopping provides a distinctive and floral hop aroma, while the lively and hoppy body is subtly balanced with delicious malt notes. Hatterâ€™s hop character makes it a great fit for spicy dishes, bitter greens and beef.",1
3772,"Belgian-Style Tripel","Black Tulip",9,908,"Golden in color with a slightly sweet body. Its ester-laden character reveals an enigmatic dance between Belgian ale yeast and candy sugar complimented by a pleasing dry finish. Black Tulip is a versatile beer for food. Enjoyable pairings include mild bleu cheeses, berries and other light desserts.",1
3775,"American-Style Pale Ale","Classic Pale Ale",5.5,540,"Doggie Style Pale Ale 

Meet the Alpha of the pack ... Flying Dog Classic Pale Ale is brilliant amber in color and dry hopped with buckets full of Cascades for an unrivaled hop flavor and aroma. This is a true representation of an American-style pale ale, using the finest ingredients. Flying Dog Classic Pale Ale is a multi-award winning product and is consistently ranked as one of the best pale ales in the U.S. This is what craft beer is all about.",1
3776,"American-Style Pale Ale",#9,4.5999999046,812,"Not quite pale ale.  A beer cloaked in secrecy.  An ale whose mysterious unusual palate will swirl across your tongue and ask more questions than it answers.


A sort of dry, crisp, fruity, refreshing, not-quite pale ale.  #9 is really impossible to describe because there's never been anything else quite like it.  Our secret ingredient introduces a most unusual aroma which is balanced with residual sweetness.",1
3777,"American-Style Light Lager","Miller Chill",4.0999999046,863,"Launched in 2007, Miller Chill is the only light beer brewed with a hint of lime and a pinch of salt to provide a truly refreshing beer experience. Through all of our marketing efforts, beer drinkers will see that Miller Chill is a celebration and fusion of the best of two cultures, great light beer from America and the chelada style from Mexico. It's the new alternative in mainstream low-cal beers ... one that provides a crisper, smoother, more refreshing beer experience.",1
3778,"American-Style Light Lager","Miller High Life",5,863,"Miller High Life, the "champagne of beers," dates back to 1903. Miller High Life is a classic American-style lager recognized for its consistently crisp, smooth taste and classic clear-glass bottle. Miller High Life embraces its rich heritage and is positioned as common sense in a bottle. Its drinkers know Miller High Life is an authentic, unpretentious beer. As the best beer value in America, we encourage our target consumers to "Celebrate the High Life.";"0",1
3779,"American-Style Light Lager","Miller Genuine Draft",4.6599998474,863,"Miller Genuine Draft debuted in 1985 with fresh, smooth flavor that's a result of being cold-filtered four times. As we capitalize on the growing trend towards "mainstream sophistication," MGD is positioned as the only beer refined to ideal smoothness for those who pursue their passion with integrity and conviction. For our target consumer, MGD is a brand that celebrates their experiences ... past, present, and future. Because, ultimately, in beer as in life, "Experience is Golden.";"0",1
3780,"American-Style Light Lager","Milwaukee's Best Light",4.5,863,"Milwaukee's Best Light is Miller Brewing Company's lead low-calorie brand in the near-premium segment. Brewed to uncompromising standards using select pale malt, cereal grains and yeast, this is a smooth, highly drinkable beer at an affordable price. Available nationwide, Miller first rolled out Milwaukee's Best Light in 1986 with an ambition to become the beer choice for guys. Our marketing, including sponsorship with the World Series of Poker and award-winning TV spots, takes a humorous approach to reinforce the idea that "Men should act like men and light beer should taste like beer.";"0",1
